work_id	lemma	count	resolution	joined_key
tlg0003.tlg001	δηϊόω	56	accent-blind	δηιόω
tlg0003.tlg001	ἀποθνῄσκω	44	accent-blind	ἀποθνήσκω
tlg0003.tlg001	Ἀμφίπολις	31	accent-blind	ἀμφίπολις
tlg0003.tlg001	σῴζω	29	accent-blind	σώζω
tlg0003.tlg001	θνῄσκω	23	accent-blind	θνήσκω
tlg0003.tlg001	μιμνῄσκω	13	accent-blind	μιμνήσκω
tlg0003.tlg001	Ἀριστεύς	13	accent-blind	ἀριστεύς
tlg0003.tlg001	Ἠϊών	12	accent-blind	ἠιών
tlg0003.tlg001	Κνῆμος	12	accent-blind	κνημός
tlg0003.tlg001	Ὄλυνθος	10	accent-blind	ὄλυνθος
tlg0003.tlg001	Ῥίον	8	accent-blind	ῥίον
tlg0003.tlg001	Φίλιππος	7	accent-blind	φίλιππος
tlg0003.tlg001	ληΐζομαι	6	accent-blind	ληίζομαι
tlg0003.tlg001	πλώϊμος	6	accent-blind	πλώιμος
tlg0003.tlg001	διΐστημι	6	accent-blind	διίστημι
tlg0003.tlg001	Στράτος	6	accent-blind	στρατός
tlg0003.tlg001	τριακονταέτης	5	accent-blind	τριακονταετής
tlg0003.tlg001	Καλλίας	5	accent-blind	καλλίας
tlg0003.tlg001	Ἀνακτόριος	5	accent-blind	ἀνακτόριος
tlg0003.tlg001	Λήκυθος	5	accent-blind	λήκυθος
tlg0003.tlg001	Ἱππίας	4	accent-blind	ἱππίας
tlg0003.tlg001	πανταχῇ	4	accent-blind	πανταχῆ
tlg0003.tlg001	κορίνθιος	4	accent-blind	Κορίνθιος
tlg0003.tlg001	Χρυσίς	4	accent-blind	χρυσίς
tlg0003.tlg001	Πάραλος	4	accent-blind	πάραλος
tlg0003.tlg001	προΐστημι	4	accent-blind	προίστημι
tlg0003.tlg001	Πόντος	4	accent-blind	πόντος
tlg0003.tlg001	Λέων	4	accent-blind	λέων
tlg0003.tlg001	διΐημι	4	accent-blind	διίημι
tlg0003.tlg001	Χερσόνησος	3	accent-blind	χερσόνησος
tlg0003.tlg001	Ἵππαρχος	3	accent-blind	ἵππαρχος
tlg0003.tlg001	ἀναμιμνῄσκω	3	accent-blind	ἀναμιμνήσκω
tlg0003.tlg001	Πάνορμος	3	accent-blind	πάνορμος
tlg0003.tlg001	βορέας	3	accent-blind	Βορέας
tlg0003.tlg001	Πύρρα	3	accent-blind	πύρρα
tlg0003.tlg001	μηδίζω	3	accent-blind	Μηδίζω
tlg0003.tlg001	Ἠιών	3	accent-blind	ἠιών
tlg0003.tlg001	Μηνᾶς	3	accent-blind	μηνάς
tlg0003.tlg001	Πολυκράτης	2	accent-blind	πολυκρατής
tlg0003.tlg001	Ἁρμόδιος	2	accent-blind	ἁρμόδιος
tlg0003.tlg001	Θέρμη	2	accent-blind	θέρμη
tlg0003.tlg001	ἐπιμιμνῄσκομαι	2	accent-blind	ἐπιμιμνήσκομαι
tlg0003.tlg001	Φοῖβος	2	accent-blind	φοῖβος
tlg0003.tlg001	προϋπάρχω	2	accent-blind	προυπάρχω
tlg0003.tlg001	ἐναποθνῄσκω	2	accent-blind	ἐναποθνήσκω
tlg0003.tlg001	Εὐριπίδης	2	accent-blind	εὐριπίδης
tlg0003.tlg001	Σκόμβρος	2	accent-blind	σκόμβρος
tlg0003.tlg001	Πέλλα	2	accent-blind	πέλλα
tlg0003.tlg001	μηδισμός	2	accent-blind	Μηδισμός
tlg0003.tlg001	Ἱερή	2	accent-blind	ἱερή
tlg0003.tlg001	Μακάριος	2	accent-blind	μακάριος
tlg0003.tlg001	Δῖον	2	accent-blind	Δίον
tlg0003.tlg001	Ἀκτή	2	accent-blind	ἀκτή
tlg0003.tlg001	Ἀλκαῖος	2	accent-blind	ἀλκαῖος
tlg0003.tlg001	Μεταγένης	2	accent-blind	μεταγενής
tlg0003.tlg001	Ἅλυς	1	accent-blind	ἄλυς
tlg0003.tlg001	Παλή	1	accent-blind	πάλη
tlg0003.tlg001	Ἀδείμαντος	1	accent-blind	ἀδείμαντος
tlg0003.tlg001	Ζώπυρος	1	accent-blind	ζώπυρος
tlg0003.tlg001	Μειλίχιος	1	accent-blind	μειλίχιος
tlg0003.tlg001	εἵλως	1	accent-blind	Εἵλως
tlg0003.tlg001	Γογγύλος	1	accent-blind	γογγύλος
tlg0003.tlg001	Γόγγυλος	1	accent-blind	γογγύλος
tlg0003.tlg001	Κολώνη	1	accent-blind	κολώνη
tlg0003.tlg001	ἀπομιμνῄσκομαι	1	accent-blind	ἀπομιμνήσκομαι
tlg0003.tlg001	Γῆ	1	accent-blind	γῆ
tlg0003.tlg001	Λίμνη	1	accent-blind	λίμνη
tlg0003.tlg001	Καρκίνος	1	accent-blind	καρκίνος
tlg0003.tlg001	Ἰχθύς	1	accent-blind	ἰχθύς
tlg0003.tlg001	Χρύσις	1	accent-blind	χρυσίς
tlg0003.tlg001	προθνῄσκω	1	accent-blind	προθνήσκω
tlg0003.tlg001	ὑπομιμνῄσκω	1	accent-blind	ὑπομιμνήσκω
tlg0003.tlg001	ἑλληνίζω	1	accent-blind	Ἑλληνίζω
tlg0003.tlg001	Φοινίκη	1	accent-blind	φοινίκη
tlg0003.tlg001	Κρουσίς	1	accent-blind	κροῦσις
tlg0003.tlg001	Ἰσοκράτης	1	accent-blind	ἰσοκρατής
tlg0003.tlg001	παίων	1	accent-blind	Παίων
tlg0003.tlg001	Ἀρχέλαος	1	accent-blind	ἀρχέλαος
tlg0003.tlg001	Εὐρωπός	1	accent-blind	εὐρωπός
tlg0003.tlg001	Ἐπίκουρος	1	accent-blind	ἐπίκουρος
tlg0003.tlg001	Δρύς	1	accent-blind	δρῦς
tlg0003.tlg001	μεγαρεύς	1	accent-blind	Μεγαρεύς
tlg0003.tlg001	Εὐφίλητος	1	accent-blind	εὐφίλητος
tlg0003.tlg001	Παράλιος	1	accent-blind	παράλιος
tlg0003.tlg001	Ἠπειρωτικός	1	accent-blind	ἠπειρωτικός
tlg0003.tlg001	Τείχιον	1	accent-blind	τειχίον
tlg0003.tlg001	περ	1	accent-blind	πέρ
tlg0003.tlg001	Πόλις	1	accent-blind	πόλις
tlg0003.tlg001	Πρόξενος	1	accent-blind	πρόξενος
tlg0003.tlg001	Μεδεών	1	accent-blind	μεδέων
tlg0003.tlg001	Μητρόπολις	1	accent-blind	μητρόπολις
tlg0003.tlg001	πρῴην	1	accent-blind	πρώην
tlg0003.tlg001	πρωΐ	1	accent-blind	πρωί
tlg0003.tlg001	Μόλοβρος	1	accent-blind	μολοβρός
tlg0003.tlg001	Ἕλος	1	accent-blind	ἕλος
tlg0003.tlg001	τροπαῖον	1	accent-blind	τρόπαιον
tlg0003.tlg001	ἀπόλλων	1	accent-blind	Ἀπόλλων
tlg0003.tlg001	Αὐλών	1	accent-blind	αὐλών
tlg0003.tlg001	Τομεύς	1	accent-blind	τομεύς
tlg0003.tlg001	Ταῦρος	1	accent-blind	ταῦρος
tlg0003.tlg001	μη	1	accent-blind	μή
tlg0003.tlg001	Κωφός	1	accent-blind	κωφός
tlg0003.tlg001	Πυθώ	1	accent-blind	πύθω
tlg0003.tlg001	Βασιλίς	1	accent-blind	βασιλίς
tlg0003.tlg001	Εὔστροφος	1	accent-blind	εὔστροφος
tlg0003.tlg001	Ἔνδιος	1	accent-blind	ἔνδιος
tlg0003.tlg001	Ἀλκίφρων	1	accent-blind	ἀλκίφρων
tlg0003.tlg001	Χάραδρος	1	accent-blind	χάραδρος
tlg0059.tlg001	ἀποθνῄσκω	5	accent-blind	ἀποθνήσκω
tlg0059.tlg001	θνῄσκω	3	accent-blind	θνήσκω
tlg0059.tlg001	μιμνῄσκω	3	accent-blind	μιμνήσκω
tlg0059.tlg001	διϊσχυρίζομαι	1	accent-blind	διισχυρίζομαι
tlg0059.tlg001	Κρόνος	1	accent-blind	κρόνος
tlg0059.tlg001	νυν	1	accent-blind	νῦν
tlg0059.tlg001	σῴζω	1	accent-blind	σώζω
tlg0059.tlg001	ἁφίημι	1	accent-blind	ἀφίημι
tlg0059.tlg002	θνῄσκω	12	accent-blind	θνήσκω
tlg0059.tlg002	ἀποθνῄσκω	10	accent-blind	ἀποθνήσκω
tlg0059.tlg002	σῴζω	3	accent-blind	σώζω
tlg0059.tlg002	μιμνῄσκω	2	accent-blind	μιμνήσκω
tlg0059.tlg002	Λέων	2	accent-blind	λέων
tlg0059.tlg002	ἐπαΐω	1	accent-blind	ἐπαίω
tlg0059.tlg002	Πρόδικος	1	accent-blind	πρόδικος
tlg0059.tlg002	Λύκος	1	accent-blind	λύκος
tlg0059.tlg002	νυν	1	accent-blind	νῦν
tlg0059.tlg002	Ἀμφίπολις	1	accent-blind	ἀμφίπολις
tlg0059.tlg002	Λυσανίας	1	accent-blind	λυσανίας
tlg0059.tlg002	Παράλιος	1	accent-blind	παράλιος
tlg0059.tlg002	Ἀδείμαντος	1	accent-blind	ἀδείμαντος
tlg0059.tlg002	ἀναμιμνῄσκω	1	accent-blind	ἀναμιμνήσκω
tlg0059.tlg002	Ὀρφεύς	1	accent-blind	ὀρφεύς
tlg0059.tlg003	σῴζω	7	accent-blind	σώζω
tlg0059.tlg003	ἀποθνῄσκω	6	accent-blind	ἀποθνήσκω
tlg0059.tlg003	ἐπαΐω	5	accent-blind	ἐπαίω
tlg0059.tlg003	πρωΐ	2	accent-blind	πρωί
tlg0059.tlg003	θνῄσκω	2	accent-blind	θνήσκω
tlg0059.tlg003	Φθία	1	accent-blind	φθία
tlg0059.tlg003	παιδιά	1	accent-blind	παιδία
tlg0059.tlg011	Ἔρως	76	accent-blind	ἔρως
tlg0059.tlg011	Φαῖδρος	23	accent-blind	φαιδρός
tlg0059.tlg011	ἀποθνῄσκω	8	accent-blind	ἀποθνήσκω
tlg0059.tlg011	μιμνῄσκω	6	accent-blind	μιμνήσκω
tlg0059.tlg011	ὑπεραποθνῄσκω	4	accent-blind	ὑπεραποθνήσκω
tlg0059.tlg011	ἀναμιμνῄσκω	4	accent-blind	ἀναμιμνήσκω
tlg0059.tlg011	σῴζω	4	accent-blind	σώζω
tlg0059.tlg011	Πόρος	4	accent-blind	πόρος
tlg0059.tlg011	πρῴην	3	accent-blind	πρώην
tlg0059.tlg011	Πάνδημος	3	accent-blind	πάνδημος
tlg0059.tlg011	Πενία	3	accent-blind	πενία
tlg0059.tlg011	θνῄσκω	2	accent-blind	θνήσκω
tlg0059.tlg011	ἐπαποθνῄσκω	2	accent-blind	ἐπαποθνήσκω
tlg0059.tlg011	ἀφροδίσιος	2	accent-blind	Ἀφροδίσιος
tlg0059.tlg011	σάτυρος	2	accent-blind	Σάτυρος
tlg0059.tlg011	πανταχῇ	2	accent-blind	πανταχῆ
tlg0059.tlg011	Φίλιππος	1	accent-blind	φίλιππος
tlg0059.tlg011	ᾀζω	1	accent-blind	ἄζω
tlg0059.tlg011	Εὐριπίδης	1	accent-blind	εὐριπίδης
tlg0059.tlg011	παίων	1	accent-blind	Παίων
tlg0059.tlg011	Πρόδικος	1	accent-blind	πρόδικος
tlg0059.tlg011	Γαῖα	1	accent-blind	γαῖα
tlg0059.tlg011	Ἔρος	1	accent-blind	ἔρος
tlg0059.tlg011	Γῆ	1	accent-blind	γῆ
tlg0059.tlg011	Ὀρφεύς	1	accent-blind	ὀρφεύς
tlg0059.tlg011	Οὐρανός	1	accent-blind	οὐρανός
tlg0059.tlg011	Οὐράνιος	1	accent-blind	οὐράνιος
tlg0059.tlg011	Ἁρμόδιος	1	accent-blind	ἁρμόδιος
tlg0059.tlg011	αὑτός	1	accent-blind	αὐτός
tlg0059.tlg011	παιδοποιΐα	1	accent-blind	παιδοποιία
tlg0059.tlg011	Κρόνος	1	accent-blind	κρόνος
tlg0059.tlg011	Ἀνάγκη	1	accent-blind	ἀνάγκη
tlg0059.tlg011	Ἄτη	1	accent-blind	ἄτη
tlg0059.tlg011	παιδιά	1	accent-blind	παιδία
tlg0059.tlg011	Καλλονή	1	accent-blind	καλλονή
tlg0059.tlg011	προαποθνῄσκω	1	accent-blind	προαποθνήσκω
tlg0059.tlg011	ἴων	1	accent-blind	Ἴων
tlg0059.tlg011	σειληνός	1	accent-blind	Σειληνός
tlg0059.tlg011	βακχεία	1	accent-blind	Βακχεία
tlg0059.tlg011	Νήφω	1	accent-blind	νήφω
tlg0059.tlg011	σατυρικός	1	accent-blind	Σατυρικός
tlg0059.tlg030	Θρασύμαχος	59	accent-blind	θρασύμαχος
tlg0059.tlg030	Ἀδείμαντος	36	accent-blind	ἀδείμαντος
tlg0059.tlg030	Πολέμαρχος	24	accent-blind	πολέμαρχος
tlg0059.tlg030	σῴζω	24	accent-blind	σώζω
tlg0059.tlg030	μιμνῄσκω	21	accent-blind	μιμνήσκω
tlg0059.tlg030	ἀναμιμνῄσκω	16	accent-blind	ἀναμιμνήσκω
tlg0059.tlg030	προΐστημι	9	accent-blind	προίστημι
tlg0059.tlg030	ἀφροδίσιος	8	accent-blind	Ἀφροδίσιος
tlg0059.tlg030	παιδιά	8	accent-blind	παιδία
tlg0059.tlg030	ἀποθνῄσκω	8	accent-blind	ἀποθνήσκω
tlg0059.tlg030	Ἔρως	5	accent-blind	ἔρως
tlg0059.tlg030	θνῄσκω	4	accent-blind	θνήσκω
tlg0059.tlg030	ὑπομιμνῄσκω	4	accent-blind	ὑπομιμνήσκω
tlg0059.tlg030	πανταχῇ	4	accent-blind	πανταχῆ
tlg0059.tlg030	ἐπαΐω	4	accent-blind	ἐπαίω
tlg0059.tlg030	Κλωθώ	4	accent-blind	κλώθω
tlg0059.tlg030	περ	3	accent-blind	πέρ
tlg0059.tlg030	διϊσχυρίζομαι	3	accent-blind	διισχυρίζομαι
tlg0059.tlg030	παιδοποιΐα	3	accent-blind	παιδοποιία
tlg0059.tlg030	διΐστημι	3	accent-blind	διίστημι
tlg0059.tlg030	βαβαῖ	2	accent-blind	βαβαί
tlg0059.tlg030	ἰχθῦς	2	accent-blind	ἰχθύς
tlg0059.tlg030	Ὀρφεύς	2	accent-blind	ὀρφεύς
tlg0059.tlg030	Κρόνος	2	accent-blind	κρόνος
tlg0059.tlg030	οἷον	2	accent-blind	Οἶον
tlg0059.tlg030	Λήθη	2	accent-blind	λήθη
tlg0059.tlg030	Λυσανίας	1	accent-blind	λυσανίας
tlg0059.tlg030	ἑκαστός	1	accent-blind	ἕκαστος
tlg0059.tlg030	πρωΐ	1	accent-blind	πρωί
tlg0059.tlg030	τοίουτος	1	accent-blind	τοιοῦτος
tlg0059.tlg030	Σελήνη	1	accent-blind	σελήνη
tlg0059.tlg030	Ἄνευ	1	accent-blind	ἄνευ
tlg0059.tlg030	Οὐρανός	1	accent-blind	οὐρανός
tlg0059.tlg030	γιγαντομαχία	1	accent-blind	Γιγαντομαχία
tlg0059.tlg030	Θέμις	1	accent-blind	θέμις
tlg0059.tlg030	παιάν	1	accent-blind	Παιάν
tlg0059.tlg030	Φοῖβος	1	accent-blind	φοῖβος
tlg0059.tlg030	ἀΐσσω	1	accent-blind	ἀίσσω
tlg0059.tlg030	ἠΰτε	1	accent-blind	ἠύτε
tlg0059.tlg030	ἀφροδίτη	1	accent-blind	Ἀφροδίτη
tlg0059.tlg030	ἑκάεργος	1	accent-blind	Ἑκάεργος
tlg0059.tlg030	Ὕδρα	1	accent-blind	ὕδρα
tlg0059.tlg030	νυν	1	accent-blind	νῦν
tlg0059.tlg030	ἐπιμιμνῄσκομαι	1	accent-blind	ἐπιμιμνήσκομαι
tlg0059.tlg030	τηθή	1	accent-blind	τήθη
tlg0059.tlg030	κεραμεῖς	1	accent-blind	Κεραμεῖς
tlg0059.tlg030	Μῶμος	1	accent-blind	μῶμος
tlg0059.tlg030	αὑτός	1	accent-blind	αὐτός
tlg0059.tlg030	μοῦσα	1	accent-blind	Μοῦσα
tlg0059.tlg030	ἐκΒακχεύω	1	accent-blind	ἐκβακχεύω
tlg0059.tlg030	Εὐριπίδης	1	accent-blind	εὐριπίδης
tlg0059.tlg030	μάγος	1	accent-blind	Μάγος
tlg0059.tlg030	Πρόδικος	1	accent-blind	πρόδικος
tlg0059.tlg030	Ἦρος	1	accent-blind	ἦρος
tlg0059.tlg030	Μοῖρα	1	accent-blind	μοῖρα
tlg0059.tlg030	πλούτων	1	accent-blind	Πλούτων
tlg0059.tlg030	νῆσις	1	accent-blind	νησίς
tlg0059.tlg030	Ἀμέλης	1	accent-blind	ἀμελής
tlg0003.tlg001	Ἀθηναῖος	963	corpus-only	Ἀθηναῖος
tlg0003.tlg001	Λακεδαιμόνιος	477	corpus-only	Λακεδαιμόνιος
tlg0003.tlg001	Ἀργεῖος	166	corpus-only	Ἀργεῖος
tlg0003.tlg001	Πελοποννήσιος	162	corpus-only	Πελοποννήσιος
tlg0003.tlg001	ἐπειδή	142	corpus-only	ἐπειδή
tlg0003.tlg001	Βοιωτός	116	corpus-only	Βοιωτός
tlg0003.tlg001	Ἕλλην	115	corpus-only	Ἕλλην
tlg0003.tlg001	Πελοπόννησος	111	corpus-only	Πελοπόννησος
tlg0003.tlg001	ἀφίστημι	95	corpus-only	ἀφίστημι
tlg0003.tlg001	Βρασίδας	94	corpus-only	Βρασίδας
tlg0003.tlg001	Κερκυραῖος	85	corpus-only	Κερκυραῖος
tlg0003.tlg001	Ἀθῆναι	64	corpus-only	Ἀθῆναι
tlg0003.tlg001	Μαντινεύς	53	corpus-only	Μαντινεύς
tlg0003.tlg001	Θρᾴκη	50	corpus-only	Θρᾴκη
tlg0003.tlg001	Δημοσθένης	49	corpus-only	Δημοσθένης
tlg0003.tlg001	Μυτιληναῖος	48	corpus-only	Μυτιληναῖος
tlg0003.tlg001	Περδίκκας	47	corpus-only	Περδίκκας
tlg0003.tlg001	Ἀττική	46	corpus-only	Ἀττική
tlg0003.tlg001	Ἠλεῖος	46	corpus-only	Ἠλεῖος
tlg0003.tlg001	Ἀκαρνάν	45	corpus-only	Ἀκαρνάν
tlg0003.tlg001	Σικελία	45	corpus-only	Σικελία
tlg0003.tlg001	Λακεδαίμων	45	corpus-only	Λακεδαίμων
tlg0003.tlg001	Ἀμπρακιώτης	42	corpus-only	Ἀμπρακιώτης
tlg0003.tlg001	Θηβαῖος	40	corpus-only	Θηβαῖος
tlg0003.tlg001	Χαλκιδεύς	39	corpus-only	Χαλκιδεύς
tlg0003.tlg001	Μεσσήνιος	39	corpus-only	Μεσσήνιος
tlg0003.tlg001	Ποτείδαια	34	corpus-only	Ποτείδαια
tlg0003.tlg001	Πλαταιεύς	34	corpus-only	Πλαταιεύς
tlg0003.tlg001	Λοκροί	32	corpus-only	Λοκροί
tlg0003.tlg001	Ναύπακτος	32	corpus-only	Ναύπακτος
tlg0003.tlg001	προσπίπτω	31	corpus-only	προσπίπτω
tlg0003.tlg001	Κέρκυρα	30	corpus-only	Κέρκυρα
tlg0003.tlg001	Παυσανίας	30	corpus-only	Παυσανίας
tlg0003.tlg001	Νικίας	30	corpus-only	Νικίας
tlg0003.tlg001	Ἀττικός	27	corpus-only	Ἀττικός
tlg0003.tlg001	Νίσαια	27	corpus-only	Νίσαια
tlg0003.tlg001	Κόρινθος	26	corpus-only	Κόρινθος
tlg0003.tlg001	Κλέων	26	corpus-only	Κλέων
tlg0003.tlg001	Θεσσαλός	25	corpus-only	Θεσσαλός
tlg0003.tlg001	που	25	corpus-only	που
tlg0003.tlg001	εἴωθα	25	corpus-only	εἴωθα
tlg0003.tlg001	Ἀρχίδαμος	23	corpus-only	Ἀρχίδαμος
tlg0003.tlg001	Περικλῆς	23	corpus-only	Περικλῆς
tlg0003.tlg001	Ἐπιδαύριος	22	corpus-only	Ἐπιδαύριος
tlg0003.tlg001	Μακεδών	22	corpus-only	Μακεδών
tlg0003.tlg001	Φορμίων	22	corpus-only	Φορμίων
tlg0003.tlg001	Συρακούσιος	22	corpus-only	Συρακούσιος
tlg0003.tlg001	ἐπέχω	21	corpus-only	ἐπέχω
tlg0003.tlg001	Ἄγις	21	corpus-only	Ἄγις
tlg0003.tlg001	Βοιωτία	20	corpus-only	Βοιωτία
tlg0003.tlg001	Πλάταια	20	corpus-only	Πλάταια
tlg0003.tlg001	καταλείπω	19	corpus-only	καταλείπω
tlg0003.tlg001	Αἰγινήτης	18	corpus-only	Αἰγινήτης
tlg0003.tlg001	Εὔβοια	18	corpus-only	Εὔβοια
tlg0003.tlg001	Αἰτωλός	17	corpus-only	Αἰτωλός
tlg0003.tlg001	Μηδικός	17	corpus-only	Μηδικός
tlg0003.tlg001	Δελφοί	17	corpus-only	Δελφοί
tlg0003.tlg001	Ποτειδεάτης	17	corpus-only	Ποτειδεάτης
tlg0003.tlg001	Πειραιεύς	17	corpus-only	Πειραιεύς
tlg0003.tlg001	Λέσβος	17	corpus-only	Λέσβος
tlg0003.tlg001	Πλαταιός	17	corpus-only	Πλαταιός
tlg0003.tlg001	Μεσσήνη	17	corpus-only	Μεσσήνη
tlg0003.tlg001	Ἐπίδαμνος	16	corpus-only	Ἐπίδαμνος
tlg0003.tlg001	Ἀκαρνανία	16	corpus-only	Ἀκαρνανία
tlg0003.tlg001	Μυτιλήνη	16	corpus-only	Μυτιλήνη
tlg0003.tlg001	Πάνακτον	16	corpus-only	Πάνακτον
tlg0003.tlg001	Σάμιος	15	corpus-only	Σάμιος
tlg0003.tlg001	Θρᾷξ	15	corpus-only	Θρᾷξ
tlg0003.tlg001	Αἴγυπτος	15	corpus-only	Αἴγυπτος
tlg0003.tlg001	Σπαρτιάτης	15	corpus-only	Σπαρτιάτης
tlg0003.tlg001	Ἀρκάς	14	corpus-only	Ἀρκάς
tlg0003.tlg001	Δωριεύς	14	corpus-only	Δωριεύς
tlg0003.tlg001	Θεμιστοκλῆς	14	corpus-only	Θεμιστοκλῆς
tlg0003.tlg001	ὅπῃ	14	corpus-only	ὅπῃ
tlg0003.tlg001	Χαλκιδικός	14	corpus-only	Χαλκιδικός
tlg0003.tlg001	Δήλιος	13	corpus-only	Δήλιος
tlg0003.tlg001	Λευκάδιος	13	corpus-only	Λευκάδιος
tlg0003.tlg001	Σικυώνιος	13	corpus-only	Σικυώνιος
tlg0003.tlg001	Μακεδονία	13	corpus-only	Μακεδονία
tlg0003.tlg001	Στρυμών	13	corpus-only	Στρυμών
tlg0003.tlg001	Ἐπίδαυρος	13	corpus-only	Ἐπίδαυρος
tlg0003.tlg001	Ἀμφίλοχος	13	corpus-only	Ἀμφίλοχος
tlg0003.tlg001	Σκιώνη	13	corpus-only	Σκιώνη
tlg0003.tlg001	ἀπολείπω	12	corpus-only	ἀπολείπω
tlg0003.tlg001	Παλλήνη	12	corpus-only	Παλλήνη
tlg0003.tlg001	λακεδαιμόνιος	12	corpus-only	λακεδαιμόνιος
tlg0003.tlg001	Σιτάλκης	12	corpus-only	Σιτάλκης
tlg0003.tlg001	Ἱπποκράτης	12	corpus-only	Ἱπποκράτης
tlg0003.tlg001	Σκιωναῖος	12	corpus-only	Σκιωναῖος
tlg0003.tlg001	Κλεαρίδας	12	corpus-only	Κλεαρίδας
tlg0003.tlg001	Τεγέα	12	corpus-only	Τεγέα
tlg0003.tlg001	Ἀλκιβιάδης	12	corpus-only	Ἀλκιβιάδης
tlg0003.tlg001	Θουκυδίδης	11	corpus-only	Θουκυδίδης
tlg0003.tlg001	ἐκπίπτω	11	corpus-only	ἐκπίπτω
tlg0003.tlg001	Ἰωνία	11	corpus-only	Ἰωνία
tlg0003.tlg001	Φλιάσιος	11	corpus-only	Φλιάσιος
tlg0003.tlg001	ἀθήναιος	11	corpus-only	ἀθήναιος
tlg0003.tlg001	Ἅγνων	11	corpus-only	Ἅγνων
tlg0003.tlg001	Ἀλκίδης	11	corpus-only	Ἀλκίδης
tlg0003.tlg001	Πάχης	11	corpus-only	Πάχης
tlg0003.tlg001	Λάχης	11	corpus-only	Λάχης
tlg0003.tlg001	Μήλιος	11	corpus-only	Μήλιος
tlg0003.tlg001	Εὐρύλοχος	11	corpus-only	Εὐρύλοχος
tlg0003.tlg001	Δήλιον	11	corpus-only	Δήλιον
tlg0003.tlg001	Τορώνη	11	corpus-only	Τορώνη
tlg0003.tlg001	Σαλαμίς	10	corpus-only	Σαλαμίς
tlg0003.tlg001	Πλειστοάναξ	10	corpus-only	Πλειστοάναξ
tlg0003.tlg001	Οἰνιάδαι	10	corpus-only	Οἰνιάδαι
tlg0003.tlg001	Λοκρίς	10	corpus-only	Λοκρίς
tlg0003.tlg001	Τεγεάτης	10	corpus-only	Τεγεάτης
tlg0003.tlg001	Ῥήγιον	10	corpus-only	Ῥήγιον
tlg0003.tlg001	Τορωναῖος	10	corpus-only	Τορωναῖος
tlg0003.tlg001	Ἰταλία	9	corpus-only	Ἰταλία
tlg0003.tlg001	Αἴγινα	9	corpus-only	Αἴγινα
tlg0003.tlg001	Ὀρχομενός	9	corpus-only	Ὀρχομενός
tlg0003.tlg001	Νικήρατος	9	corpus-only	Νικήρατος
tlg0003.tlg001	Νικόστρατος	9	corpus-only	Νικόστρατος
tlg0003.tlg001	Λεοντῖνος	9	corpus-only	Λεοντῖνος
tlg0003.tlg001	Μένδαῖος	9	corpus-only	Μένδαῖος
tlg0003.tlg001	Σῖφαι	9	corpus-only	Σῖφαι
tlg0003.tlg001	ἀνοκωχή	8	corpus-only	ἀνοκωχή
tlg0003.tlg001	Σύβοτα	8	corpus-only	Σύβοτα
tlg0003.tlg001	συμμείγνυμι	8	corpus-only	συμμείγνυμι
tlg0003.tlg001	Ἑλλήσποντος	8	corpus-only	Ἑλλήσποντος
tlg0003.tlg001	Πηγαί	8	corpus-only	Πηγαί
tlg0003.tlg001	ἐξαπίναιος	8	corpus-only	ἐξαπίναιος
tlg0003.tlg001	Πυθόδωρος	8	corpus-only	Πυθόδωρος
tlg0003.tlg001	ἤ1	8	corpus-only	ἤ1
tlg0003.tlg001	ἐμπίπτω	8	corpus-only	ἐμπίπτω
tlg0003.tlg001	Ῥηγῖνος	8	corpus-only	Ῥηγῖνος
tlg0003.tlg001	Σικελιώτης	8	corpus-only	Σικελιώτης
tlg0003.tlg001	Ὄλπη	8	corpus-only	Ὄλπη
tlg0003.tlg001	Μένδη	8	corpus-only	Μένδη
tlg0003.tlg001	Θεσσαλία	7	corpus-only	Θεσσαλία
tlg0003.tlg001	Τρωϊκός	7	corpus-only	Τρωϊκός
tlg0003.tlg001	Ἀχαιός	7	corpus-only	Ἀχαιός
tlg0003.tlg001	Ξέρξης	7	corpus-only	Ξέρξης
tlg0003.tlg001	Ἐπιδάμνιος	7	corpus-only	Ἐπιδάμνιος
tlg0003.tlg001	Μεγαρίς	7	corpus-only	Μεγαρίς
tlg0003.tlg001	Βοττιαῖος	7	corpus-only	Βοττιαῖος
tlg0003.tlg001	Θῆβαι	7	corpus-only	Θῆβαι
tlg0003.tlg001	Κρισαῖος	7	corpus-only	Κρισαῖος
tlg0003.tlg001	Ὀλυμπία	7	corpus-only	Ὀλυμπία
tlg0003.tlg001	Ζάκυνθος	7	corpus-only	Ζάκυνθος
tlg0003.tlg001	Ὀλύμπιος	7	corpus-only	Ὀλύμπιος
tlg0003.tlg001	Χάων	7	corpus-only	Χάων
tlg0003.tlg001	Ἀγραῖος	7	corpus-only	Ἀγραῖος
tlg0003.tlg001	Νεμέα	7	corpus-only	Νεμέα
tlg0003.tlg001	Μαντίνεια	7	corpus-only	Μαντίνεια
tlg0003.tlg001	Σκιρῖται	7	corpus-only	Σκιρῖται
tlg0003.tlg001	ἐπιμείγνυμι	6	corpus-only	ἐπιμείγνυμι
tlg0003.tlg001	Ἥραιον	6	corpus-only	Ἥραιον
tlg0003.tlg001	Φαίαξ	6	corpus-only	Φαίαξ
tlg0003.tlg001	Κυλλήνη	6	corpus-only	Κυλλήνη
tlg0003.tlg001	Θεσπρωτίς	6	corpus-only	Θεσπρωτίς
